title,artist,low,high,source_url
Bring Me My Bride,A Funny Thing Happened on the Way to the Forum,G#2,F#4,https://singingcarrots.com/artist-range?artist=A%20Funny%20Thing%20Happened%20on%20the%20Way%20to%20the%20Forum
Bring Me My Bride [Excerpt],A Funny Thing Happened on the Way to the Forum,C#3,F#4,https://singingcarrots.com/artist-range?artist=A%20Funny%20Thing%20Happened%20on%20the%20Way%20to%20the%20Forum
Everybody Ought To Have a Maid (Encore No.1),A Funny Thing Happened on the Way to the Forum,C#3,E4,https://singingcarrots.com/artist-range?artist=A%20Funny%20Thing%20Happened%20on%20the%20Way%20to%20the%20Forum
Everybody Ought To Have a Maid (Encore No.2),A Funny Thing Happened on the Way to the Forum,C#3,E4,https://singingcarrots.com/artist-range?artist=A%20Funny%20Thing%20Happened%20on%20the%20Way%20to%20the%20Forum
Farewell,A Funny Thing Happened on the Way to the Forum,B2,D4,https://singingcarrots.com/artist-range?artist=A%20Funny%20Thing%20Happened%20on%20the%20Way%20to%20the%20Forum
Finale Ultimo (from A Funny Thing Happened On the Way to the Forum),A Funny Thing Happened on the Way to the Forum,A2,A#4,https://singingcarrots.com/artist-range?artist=A%20Funny%20Thing%20Happened%20on%20the%20Way%20to%20the%20Forum
I'm Calm,A Funny Thing Happened on the Way to the Forum,D3,F#4,https://singingcarrots.com/artist-range?artist=A%20Funny%20Thing%20Happened%20on%20the%20Way%20to%20the%20Forum
Love Is in the Air,A Funny Thing Happened on the Way to the Forum,B2,D4,https://singingcarrots.com/artist-range?artist=A%20Funny%20Thing%20Happened%20on%20the%20Way%20to%20the%20Forum
"Love, I Hear [Excerpt]",A Funny Thing Happened on the Way to the Forum,C#3,E4,https://singingcarrots.com/artist-range?artist=A%20Funny%20Thing%20Happened%20on%20the%20Way%20to%20the%20Forum
Lovely - Reprise,A Funny Thing Happened on the Way to the Forum,D3,G4,https://singingcarrots.com/artist-range?artist=A%20Funny%20Thing%20Happened%20on%20the%20Way%20to%20the%20Forum
Lovely [Excerpt],A Funny Thing Happened on the Way to the Forum,D3,F4,https://singingcarrots.com/artist-range?artist=A%20Funny%20Thing%20Happened%20on%20the%20Way%20to%20the%20Forum
That Dirty Old Man,A Funny Thing Happened on the Way to the Forum,C3,F#4,https://singingcarrots.com/artist-range?artist=A%20Funny%20Thing%20Happened%20on%20the%20Way%20to%20the%20Forum
That'll Show Him,A Funny Thing Happened on the Way to the Forum,C3,G4,https://singingcarrots.com/artist-range?artist=A%20Funny%20Thing%20Happened%20on%20the%20Way%20to%20the%20Forum
That'll Show Him [Excerpt],A Funny Thing Happened on the Way to the Forum,C3,G4,https://singingcarrots.com/artist-range?artist=A%20Funny%20Thing%20Happened%20on%20the%20Way%20to%20the%20Forum
Already Home,A Great Big World,D3,A4,https://singingcarrots.com/artist-range?artist=A%20Great%20Big%20World
Cheer Up!,A Great Big World,D#2,G#4,https://singingcarrots.com/artist-range?artist=A%20Great%20Big%20World
Everyone Is Gay,A Great Big World,E3,B4,https://singingcarrots.com/artist-range?artist=A%20Great%20Big%20World
Hold Each Other,A Great Big World,F3,A#4,https://singingcarrots.com/artist-range?artist=A%20Great%20Big%20World
I Don't Wanna Love Somebody Else,A Great Big World,C3,A#4,https://singingcarrots.com/artist-range?artist=A%20Great%20Big%20World
I Really Want It,A Great Big World,E3,G4,https://singingcarrots.com/artist-range?artist=A%20Great%20Big%20World
Land of Opportunity,A Great Big World,A#2,A#4,https://singingcarrots.com/artist-range?artist=A%20Great%20Big%20World
Rockstar,A Great Big World,F3,A#4,https://singingcarrots.com/artist-range?artist=A%20Great%20Big%20World
This Is the New Year,A Great Big World,B2,F#4,https://singingcarrots.com/artist-range?artist=A%20Great%20Big%20World
You'll Be Okay,A Great Big World,C3,A4,https://singingcarrots.com/artist-range?artist=A%20Great%20Big%20World
Cold Shoulder,Adele,E3,B4,https://singingcarrots.com/artist-range?artist=Adele
Hiding My Heart,Adele,F3,A4,https://singingcarrots.com/artist-range?artist=Adele
Love Is a Game,Adele,C#3,A#4,https://singingcarrots.com/artist-range?artist=Adele
Woman Like Me,Adele,D3,E4,https://singingcarrots.com/artist-range?artist=Adele
A Woman's Love,Alan Jackson,E2,G#3,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
Country Boy,Alan Jackson,E2,B3,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
Designated Drinker,Alan Jackson,A2,E4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
Drive (For Daddy Gene),Alan Jackson,D#2,D4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
Good Time,Alan Jackson,D3,E4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
How Great Thou Art,Alan Jackson,A2,C4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
I Don't Even Know Your Name,Alan Jackson,G2,B3,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
I Only Want You for Christmas,Alan Jackson,C3,D4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
I Slipped and Fell In Love,Alan Jackson,F2,D4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
I Want to Stroll Over Heaven With You,Alan Jackson,A2,C4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
I'll Fly Away,Alan Jackson,C3,D4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
I'll Try,Alan Jackson,G2,G4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
It's Five O'Clock Somewhere,Alan Jackson,E2,D4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
Just As I Am,Alan Jackson,C3,C#4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
Let It Be Christmas,Alan Jackson,B2,D4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
Meat & Potato Man,Alan Jackson,G2,D#4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
Mercury Blues,Alan Jackson,D3,F4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
Midnight in Montgomery,Alan Jackson,G2,F4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
Monday Morning Church,Alan Jackson,A2,A3,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
Never Loved Before,Alan Jackson,A#2,D#4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
Once In a Lifetime Love,Alan Jackson,E2,A3,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
Pop a Top,Alan Jackson,G2,E4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
Precious Memories,Alan Jackson,C3,C4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
Rainy Day In June,Alan Jackson,A2,B3,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
She Just Started Liking Cheatin' Songs,Alan Jackson,G2,B3,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
Sissy's Song,Alan Jackson,A2,A#3,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
Small Town Southern Man,Alan Jackson,G2,C4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
Sweet Hour of Prayer,Alan Jackson,E2,A3,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
There Is Power In the Blood,Alan Jackson,G2,C4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
When Somebody Loves You,Alan Jackson,E2,B4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
Who's Cheatin' Who,Alan Jackson,G2,B4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
Work In Progress,Alan Jackson,E2,E4,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
You Don't Have To Paint Me a Picture,Alan Jackson,A2,A3,https://singingcarrots.com/artist-range?artist=Alan%20Jackson
Wake Up,All Sons & Daughters,E3,A4,https://singingcarrots.com/artist-range?artist=All%20Sons%20%26%20Daughters
All Because of Jesus,Andraé Crouch,A2,F4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
Always Remember,Andraé Crouch,G2,C4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
Bless His Holy Name,Andraé Crouch,F2,C#4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
Come Closer To Me,Andraé Crouch,G2,F#4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
Finally,Andraé Crouch,C3,F#4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
Give It All Back To Me,Andraé Crouch,A#2,G4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
God Still Loves Me,Andraé Crouch,B2,G4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
Got Me Some Angels,Andraé Crouch,A2,F4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
Holy,Andraé Crouch,G#2,E4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
It's Just a Matter of Time,Andraé Crouch,F#2,E4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
Jesus Is Lord,Andraé Crouch,E3,G4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
Let the Church Say Amen,Andraé Crouch,G#2,G#4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
Let's Worship Him,Andraé Crouch,E2,D4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
Livin' This Kind of Life,Andraé Crouch,F2,F4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
Mercy,Andraé Crouch,G2,G4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
Mighty Wind,Andraé Crouch,G2,D4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
My Tribute,Andraé Crouch,C3,G#4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
Nobody Else Like You,Andraé Crouch,A#2,F4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
"Oh, It Is Jesus",Andraé Crouch,F2,D#4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
Perfect Peace,Andraé Crouch,D3,G4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
Quiet Times,Andraé Crouch,A#2,F4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
That's Why I Needed You,Andraé Crouch,D#3,F4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
The Blood Will Never Lose Its Power,Andraé Crouch,D3,C#4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
The Lord Is My Light,Andraé Crouch,A2,F#4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
This Is Another Day,Andraé Crouch,G2,A4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
To Be Used of God,Andraé Crouch,C#3,D4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
Until Jesus Comes,Andraé Crouch,A2,A4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
We Give You Glory,Andraé Crouch,A2,D#4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
"Yes, Lord",Andraé Crouch,A2,D4,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
You Can Depend on Me,Andraé Crouch,A2,B3,https://singingcarrots.com/artist-range?artist=Andra%C3%A9%20Crouch
Alice's Restaurant,Arlo Guthrie,D3,E4,https://singingcarrots.com/artist-range?artist=Arlo%20Guthrie
Alice's Restaurant,Arlo Guthrie,D3,E4,https://singingcarrots.com/artist-range?artist=Arlo%20Guthrie
Addicted to You,Avicii,G#2,F#4,https://singingcarrots.com/artist-range?artist=Avicii
Broken Arrows,Avicii,D3,G4,https://singingcarrots.com/artist-range?artist=Avicii
I Could Be the One,Avicii,A2,C#4,https://singingcarrots.com/artist-range?artist=Avicii
Levels,Avicii,E2,C#4,https://singingcarrots.com/artist-range?artist=Avicii
Pure Grinding,Avicii,B2,B4,https://singingcarrots.com/artist-range?artist=Avicii
Waiting for Love,Avicii,D3,G4,https://singingcarrots.com/artist-range?artist=Avicii
You Make Me,Avicii,E3,E4,https://singingcarrots.com/artist-range?artist=Avicii
Down Home,Ben E. King,B2,E4,https://singingcarrots.com/artist-range?artist=Ben%20E.%20King
I (Who Have Nothing),Ben E. King,D#3,D#4,https://singingcarrots.com/artist-range?artist=Ben%20E.%20King
So Much Love,Ben E. King,F2,A#3,https://singingcarrots.com/artist-range?artist=Ben%20E.%20King
Because He Lives,Bill Gaither,C#3,E4,https://singingcarrots.com/artist-range?artist=Bill%20Gaither
"Come On, Ring Those Bells",Bill Gaither,A2,A3,https://singingcarrots.com/artist-range?artist=Bill%20Gaither
Gone,Bill Gaither,C3,D4,https://singingcarrots.com/artist-range?artist=Bill%20Gaither
It Will Be Worth It All,Bill Gaither,D3,D4,https://singingcarrots.com/artist-range?artist=Bill%20Gaither
Master of the Wind,Bill Gaither,B2,C4,https://singingcarrots.com/artist-range?artist=Bill%20Gaither
"Sweet, Sweet Spirit",Bill Gaither,B2,E4,https://singingcarrots.com/artist-range?artist=Bill%20Gaither
The Eastern Gate,Bill Gaither,B2,D4,https://singingcarrots.com/artist-range?artist=Bill%20Gaither
The Sweetest Words He Ever Said,Bill Gaither,D3,D4,https://singingcarrots.com/artist-range?artist=Bill%20Gaither
"We Have This Moment, Today",Bill Gaither,G2,C#4,https://singingcarrots.com/artist-range?artist=Bill%20Gaither
What a Savior,Bill Gaither,C#3,F#4,https://singingcarrots.com/artist-range?artist=Bill%20Gaither
Your First Day In Heaven,Bill Gaither,G2,D4,https://singingcarrots.com/artist-range?artist=Bill%20Gaither
Just the Two of Us,Bill Withers,C#3,F4,https://singingcarrots.com/artist-range?artist=Bill%20Withers
Ain't No Sunshine,Bill Withers & Grover Washington Jr.,E3,G4,https://singingcarrots.com/artist-range?artist=Bill%20Withers
Grandma's Hands,Bill Withers & Grover Washington Jr.,B2,D4,https://singingcarrots.com/artist-range?artist=Bill%20Withers
Lean on Me,Bill Withers & Grover Washington Jr.,B2,E4,https://singingcarrots.com/artist-range?artist=Bill%20Withers
Lovely Day,Bill Withers & Grover Washington Jr.,B2,E4,https://singingcarrots.com/artist-range?artist=Bill%20Withers
Use Me,Bill Withers & Grover Washington Jr.,C#3,G4,https://singingcarrots.com/artist-range?artist=Bill%20Withers
(The) Ballad of Billy the Kid,Billy Joel,D3,F4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
(The) Great Suburban Showdown,Billy Joel,E3,F#4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
52nd Street,Billy Joel,D3,D4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
A Matter of Trust,Billy Joel,A2,G4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
All About Soul,Billy Joel,F3,A#4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
All You Wanna Do Is Dance,Billy Joel,D3,G4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Allentown,Billy Joel,D3,G4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
And So It Goes,Billy Joel,C3,C4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Baby Grand,Billy Joel,C3,G4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Big Shot,Billy Joel,D3,G4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Blonde Over Blue,Billy Joel,F3,G4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
C'etait Toi (You Were the One),Billy Joel,D3,A4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Captain Jack,Billy Joel,C3,G4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Careless Talk,Billy Joel,E3,A4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Close to the Borderline,Billy Joel,D3,B4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Cross To Bear,Billy Joel,D3,G4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Don't Ask Me Why,Billy Joel,A2,F4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Elvis Presley Boulevard,Billy Joel,D3,A4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Everybody Has a Dream,Billy Joel,B2,F#4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Famous Last Words,Billy Joel,C3,G4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Get It Right the First Time,Billy Joel,D3,A4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
House of Blue Light,Billy Joel,F3,A#4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
I Don't Want to Be Alone,Billy Joel,C3,G4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
I Go To Extremes,Billy Joel,E3,A4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
I've Loved These Days,Billy Joel,C3,F4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
If I Only Had the Words,Billy Joel,D3,A#4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
It's Still Rock and Roll to Me,Billy Joel,C3,E4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
James,Billy Joel,D3,F4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Keeping the Faith,Billy Joel,D3,G4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Leningrad,Billy Joel,A2,D4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Los Angelenos,Billy Joel,F3,A4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
"Lullabye (Goodnight, My Angel)",Billy Joel,D3,D4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Miami 2017,Billy Joel,D3,F#4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Movin' Out,Billy Joel,D3,A4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
No Man's Land,Billy Joel,C#3,B4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Prelude / Angry Young Man,Billy Joel,F3,G4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Pressure,Billy Joel,F3,F4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Roberta,Billy Joel,F3,G4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Rosalinda's Eyes,Billy Joel,D3,E4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Say Goodbye to Hollywood,Billy Joel,G2,G3,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Scenes from an Italian Restaurant,Billy Joel,A2,B4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Shades of Grey,Billy Joel,D3,A4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Shameless,Billy Joel,C3,A4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
She's Got a Way,Billy Joel,D3,G4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Sleeping With the Television On,Billy Joel,D3,F#4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Sometimes a Fantasy,Billy Joel,D3,B4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Somewhere Along the Line,Billy Joel,D3,A#4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Souvenir,Billy Joel,D3,D#4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
State of Grace,Billy Joel,E3,A4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Stiletto,Billy Joel,D#3,G#4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Stop In Nevada,Billy Joel,D3,D4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Streetlife Serenader,Billy Joel,C3,A4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
"Summer, Highland Falls",Billy Joel,F3,G4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
"The Downeaster ""Alexa""",Billy Joel,F3,A#4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
The Entertainer,Billy Joel,D3,F#4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
The Great Wall of China,Billy Joel,F3,A#4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Through the Long Night,Billy Joel,D3,E4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Travelin' Prayer,Billy Joel,D3,D4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Two Thousand Years,Billy Joel,F3,A4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Until the Night,Billy Joel,C3,G4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Weekend Song,Billy Joel,F3,A4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
When In Rome,Billy Joel,D3,A#4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
You May Be Right,Billy Joel,C3,E4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
You're My Home,Billy Joel,C3,D4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
You're Only Human,Billy Joel,D3,A#4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Zanzibar,Billy Joel,D3,A4,https://singingcarrots.com/artist-range?artist=Billy%20Joel
Some Gave All,Billy Ray Cyrus,B2,A4,https://singingcarrots.com/artist-range?artist=Billy%20Ray%20Cyrus
You Won't Be Lonely Now,Billy Ray Cyrus,A2,A4,https://singingcarrots.com/artist-range?artist=Billy%20Ray%20Cyrus
'Cross the Green Mountain,Bob Dylan,G#2,G#3,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
'Til I Fell In Love With You,Bob Dylan,A#2,C#4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
A Hard Rain's A-Gonna Fall,Bob Dylan,E3,E4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
All I Really Want To Do,Bob Dylan,A2,A4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Autumn Leaves,Bob Dylan,A2,C4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Baby Let Me Follow You Down,Bob Dylan,A2,E4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Ballad of Hollis Brown,Bob Dylan,C#3,C#4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Blind Willie McTell,Bob Dylan,E2,B4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Born in Time,Bob Dylan,B2,E4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Buckets of Rain,Bob Dylan,A2,C#4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Christmas Island,Bob Dylan,A2,C#4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Dark Eyes,Bob Dylan,D3,E4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Dignity,Bob Dylan,D#3,D#4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Do You Hear What I Hear?,Bob Dylan,A#2,B3,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
"Don't Think Twice, It's Alright",Bob Dylan,G#2,B3,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Duquesne Whistle,Bob Dylan,D3,C4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Every Grain of Sand,Bob Dylan,D3,C4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Everything Is Broken,Bob Dylan,B2,E4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Fourth Time Around,Bob Dylan,B2,E4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Gotta Serve Somebody,Bob Dylan,C3,E4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Have Yourself a Merry Little Christmas,Bob Dylan,G2,C4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Here Comes Santa Claus,Bob Dylan,G2,C4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
I Believe In You,Bob Dylan,C#3,E4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
I Contain Multitudes,Bob Dylan,E2,E3,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
I Don't Believe You,Bob Dylan,B2,E4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
I Shall Be Released,Bob Dylan,A2,F#4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
I Threw It All Away,Bob Dylan,G2,E4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
I Want You,Bob Dylan,D3,D4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
I'll Be Your Baby Tonight,Bob Dylan,C3,G4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
If Not for You,Bob Dylan,C3,F4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
"If You Gotta Go, Go Now",Bob Dylan,E3,F4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
"If You See Her, Say Hello",Bob Dylan,A2,E4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
It Ain't Me Babe,Bob Dylan,C3,C4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
"It's All Over Now, Baby Blue",Bob Dylan,B2,F#4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Jokerman,Bob Dylan,F3,F4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Just Like a Woman,Bob Dylan,C3,G4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Just Like a Woman (Live Version),Bob Dylan,A#2,A4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Lay Lady Lay,Bob Dylan,F#2,C#4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Like a Rolling Stone,Bob Dylan,D3,G4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Love Minus Zero / No Limit,Bob Dylan,D#3,C#4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Love Sick,Bob Dylan,B2,B3,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Maggie's Farm,Bob Dylan,D3,B3,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Make You Feel My Love,Bob Dylan,G2,A#3,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Man Gave Names To All the Animals,Bob Dylan,B2,E4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Man In the Long Black Coat,Bob Dylan,G2,E4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Masters of War,Bob Dylan,D#3,F4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Melancholy Mood,Bob Dylan,B2,C4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Million Miles,Bob Dylan,G#2,B3,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Most Likely You Go Your Way (and I'll Go Mine),Bob Dylan,E3,E4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Mother of Muses,Bob Dylan,E2,B3,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Mr. Tambourine Man,Bob Dylan,D3,D4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
My Back Pages,Bob Dylan,D#3,D#4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Not Dark Yet,Bob Dylan,A2,C#4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
One Too Many Mornings,Bob Dylan,A2,G3,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Polka Dots and Moonbeams,Bob Dylan,A#2,D4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Positively 4th Street,Bob Dylan,D3,E4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Ring Them Bells,Bob Dylan,G#2,A#3,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Sad Eyed Lady of the Lowlands,Bob Dylan,A2,D4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Sara,Bob Dylan,D3,E4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Silver Bells,Bob Dylan,C3,C4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Song to Woody,Bob Dylan,A2,D4,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
Standing In the Doorway,Bob Dylan,B2,G#3,https://singingcarrots.com/artist-range?artist=Bob%20Dylan
